student_id,age,gender,education_level,school_type,family_income,parent_education,previous_exam_score,previous_gpa,assignment_completion_rate,class_participation,study_hours_per_day,self_study_hours,private_tuition,study_consistency,study_environment,revision_frequency,practice_tests_completed,sleep_hours,daily_screen_time,physical_activity_hours,stress_level,internet_access,exam_difficulty,exam_preparation_days,questions_attempted,questions_correct,time_management_score,exam_anxiety_level,exam_score,performance_grade,pass_status,performance_level
STU_000118,18,Female,High School,Public,Lower-Middle,High School,74.5,3.06,70.53,Low,0.86,0.56,0,Medium,Quiet,Rarely,2,6.13,1.47,0.06,10,1,Hard,3,98,40,71.49,9.41,39.88,F,Fail,Low
STU_000119,20,Female,High School,Public,High,Master,71.96,2.98,73.91,Low,1.72,1.36,0,High,Quiet,Daily,9,5.22,7.0,2.92,9,1,Medium,4,93,39,61.79,10.0,42.72,F,Fail,Low
STU_000120,18,Male,High School,Public,Middle,High School,57.45,2.25,83.13,Medium,2.86,1.44,0,Low,Quiet,Weekly,3,5.72,7.24,2.58,10,1,Medium,26,98,52,70.46,10.0,51.22,D,Pass,Low
STU_000121,14,Female,High School,Public,Low,High School,60.37,2.47,92.88,Low,7.05,4.5,0,Medium,Quiet,Daily,10,6.0,4.4,0.59,10,1,Easy,5,98,71,84.87,10.0,73.6,C,Pass,Medium
STU_000122,14,Male,High School,Public,Lower-Middle,Associate,87.65,2.78,95.64,Medium,9.49,8.14,1,High,Quiet,Weekly,12,6.74,5.67,1.72,7,1,Medium,11,91,91,100.0,4.16,100.0,A,Pass,High
STU_000123,20,Male,Undergraduate,Private,Low,Bachelor,70.89,3.13,71.89,Medium,1.78,1.52,0,Medium,Moderate,Weekly,5,6.59,6.45,2.27,9,1,Medium,14,98,58,69.82,8.82,59.09,D,Pass,Low
STU_000124,14,Female,Undergraduate,Private,Lower-Middle,Associate,63.17,2.52,68.04,Medium,3.77,3.33,0,High,Noisy,Weekly,6,7.85,3.37,12.0,7,0,Easy,14,87,64,81.65,7.49,74.84,C,Pass,Medium
STU_000125,14,Female,High School,Public,Middle,Unknown,69.34,2.85,79.01,Medium,2.58,1.92,0,High,Noisy,Rarely,4,6.35,6.36,0.61,10,0,Easy,22,89,63,79.57,10.0,71.91,C,Pass,Medium
STU_000126,17,Male,High School,Private,Low,Bachelor,54.1,2.28,60.51,High,3.71,3.28,0,Medium,Moderate,Rarely,4,8.36,5.31,2.98,8,1,Hard,29,98,46,96.05,5.38,48.48,F,Fail,Low
STU_000127,20,Male,Undergraduate,Public,Low,Doctorate,66.15,2.7,91.31,High,4.71,2.85,1,High,Moderate,Rarely,10,8.23,1.0,3.06,10,1,Medium,12,98,89,75.86,10.0,89.3,A,Pass,High
STU_000128,16,Female,Undergraduate,Public,Lower-Middle,Associate,74.04,3.18,54.6,High,3.18,2.42,0,Medium,Moderate,Daily,2,8.07,4.59,1.31,10,1,Medium,12,93,50,62.57,7.77,57.31,D,Pass,Low
STU_000129,16,Female,High School,Private,Upper-Middle,High School,76.97,2.98,69.07,Medium,3.46,1.87,1,Medium,Moderate,Rarely,8,5.04,7.43,0.31,8,1,Easy,11,93,77,79.0,8.92,81.66,B,Pass,High
STU_000130,14,Female,Undergraduate,Public,Low,Associate,74.71,2.78,59.82,Medium,2.73,2.35,0,Medium,Moderate,Daily,7,7.12,4.33,2.52,9,1,Medium,18,90,59,72.4,8.6,65.46,C,Pass,Medium
STU_000131,16,Female,Undergraduate,Public,Low,High School,74.29,2.85,62.54,Low,0.92,0.48,1,Medium,Quiet,Rarely,8,8.08,3.57,0.26,9,1,Easy,6,100,76,72.73,9.85,75.59,B,Pass,Medium
STU_000132,16,Other,Undergraduate,Public,High,Bachelor,78.3,3.17,72.25,Low,1.43,0.83,0,Medium,Quiet,Weekly,6,6.17,5.65,5.27,10,1,Medium,5,100,66,72.67,10.0,67.37,C,Pass,Medium
STU_000133,14,Female,Undergraduate,Public,Low,Bachelor,72.61,2.73,63.13,Medium,1.42,0.75,1,Low,Quiet,Weekly,5,5.65,7.3,2.78,10,1,Hard,30,98,43,79.0,9.92,43.18,F,Fail,Low
STU_000134,16,Male,Undergraduate,Charter,High,High School,94.0,3.61,71.05,Low,0.65,0.34,1,Low,Moderate,Rarely,6,7.6,4.44,1.56,9,1,Easy,20,93,86,79.0,7.23,91.62,A,Pass,High
STU_000135,18,Female,High School,Private,Lower-Middle,High School,89.05,3.58,72.84,Medium,4.89,2.67,1,Medium,Moderate,Daily,9,6.89,5.05,5.68,10,1,Hard,13,99,77,69.34,8.8,80.3,B,Pass,High
STU_000136,15,Male,High School,Public,Lower-Middle,High School,51.78,2.08,78.35,Medium,4.12,3.68,0,Medium,Quiet,Weekly,9,6.75,7.6,2.87,10,1,Easy,3,95,44,71.43,8.21,46.37,F,Fail,Low
STU_000137,20,Female,High School,Private,Low,Master,68.27,2.8,59.66,High,2.72,2.05,1,Low,Moderate,Weekly,6,6.94,5.51,1.35,10,1,Easy,23,98,67,97.49,9.96,66.99,C,Pass,Medium
STU_000138,15,Male,High School,Public,Low,Bachelor,61.28,2.35,55.65,Medium,2.37,1.71,0,Low,Quiet,Daily,2,6.52,3.6,0.43,10,1,Hard,30,87,30,81.96,10.0,34.48,F,Fail,Low
STU_000139,14,Female,High School,Public,Upper-Middle,Bachelor,64.39,2.76,85.13,Medium,9.86,5.9,0,High,Quiet,Weekly,16,5.44,5.61,3.42,10,1,Hard,6,94,86,87.15,10.0,92.59,A,Pass,High
STU_000140,17,Female,Undergraduate,Private,Lower-Middle,Associate,65.21,2.89,55.36,Medium,4.3,3.84,1,Medium,Quiet,Daily,6,8.38,3.45,0.6,9,1,Easy,1,95,49,93.83,10.0,52.34,D,Pass,Low
STU_000141,20,Male,High School,Private,Low,Bachelor,70.38,2.83,83.87,Low,4.05,2.45,1,Medium,Quiet,Daily,10,7.84,2.88,1.97,10,1,Hard,25,94,57,72.05,10.0,57.8,D,Pass,Low
STU_000142,14,Male,Undergraduate,Public,Lower-Middle,Unknown,73.75,2.88,76.87,Low,3.52,1.79,0,High,Moderate,Rarely,6,6.5,4.71,11.54,8,1,Easy,26,93,59,65.26,9.54,65.96,C,Pass,Medium
STU_000143,17,Female,High School,Public,Lower-Middle,High School,52.24,2.1,53.91,High,3.12,2.8,0,Medium,Moderate,Weekly,5,7.11,6.31,0.18,7,1,Medium,8,86,59,79.0,6.93,68.44,C,Pass,Medium
STU_000144,15,Female,High School,Charter,Middle,Associate,70.16,2.72,71.44,Medium,1.9,1.23,0,Medium,Quiet,Daily,9,5.29,5.63,0.11,10,1,Hard,25,100,64,64.8,9.46,62.79,D,Pass,Medium
STU_000145,14,Female,Undergraduate,Public,Lower-Middle,Master,100.0,3.94,70.32,High,1.46,0.96,0,Low,Moderate,Rarely,7,8.47,3.74,4.81,10,1,Medium,17,92,69,74.48,10.0,73.98,C,Pass,Medium
STU_000146,20,Female,High School,Private,Low,Master,80.55,3.27,65.67,High,0.97,0.64,0,Low,Moderate,Weekly,1,7.28,5.52,1.17,10,1,Medium,6,100,59,72.23,9.61,60.02,D,Pass,Medium
STU_000147,20,Male,Undergraduate,Private,Middle,Bachelor,66.9,2.78,52.97,High,3.47,2.86,0,Low,Noisy,Daily,5,6.34,5.05,0.86,10,1,Medium,19,96,65,100.0,10.0,65.99,C,Pass,Medium
STU_000148,19,Female,Undergraduate,Private,Low,Doctorate,69.94,2.77,55.33,Low,2.95,1.71,0,Medium,Moderate,Daily,2,5.9,5.68,0.06,10,1,Easy,23,91,55,81.8,10.0,58.73,D,Pass,Low
STU_000149,18,Male,High School,Public,Low,High School,68.18,2.77,89.65,High,6.28,5.39,0,Medium,Quiet,Daily,8,7.42,4.93,0.21,10,1,Easy,1,90,59,76.65,9.33,65.2,C,Pass,Medium
STU_000150,16,Male,Undergraduate,Public,Lower-Middle,Doctorate,49.18,2.21,84.84,Medium,7.96,6.37,1,Medium,Quiet,Weekly,10,8.95,4.96,1.72,10,1,Hard,12,98,52,100.0,9.35,56.15,D,Pass,Low
STU_000151,17,Male,Undergraduate,Public,Middle,High School,67.77,2.91,55.71,Medium,4.32,2.36,0,Medium,Moderate,Weekly,6,7.76,5.65,4.25,8,1,Medium,27,96,67,64.03,5.07,68.65,C,Pass,Medium
STU_000152,19,Female,High School,Public,Middle,Unknown,79.32,2.78,68.11,Medium,0.5,0.29,1,Low,Moderate,Weekly,5,7.03,3.55,2.65,9,1,Hard,11,94,65,100.0,10.0,66.56,C,Pass,Medium
STU_000153,16,Female,Undergraduate,Public,Lower-Middle,Associate,73.19,2.99,68.33,Medium,1.12,0.8,0,Medium,Moderate,Weekly,5,6.97,5.72,0.72,10,1,Medium,8,92,59,79.0,10.0,63.48,D,Pass,Medium
STU_000154,16,Male,High School,Private,Low,Bachelor,72.55,3.11,66.27,High,2.88,1.57,0,Low,Moderate,Weekly,3,5.4,6.33,7.44,8,1,Medium,8,100,57,80.69,8.55,56.57,D,Pass,Low
STU_000155,14,Male,High School,Private,Low,High School,70.99,2.81,75.54,Medium,4.23,3.65,1,Medium,Quiet,Daily,6,4.64,5.03,3.24,10,0,Medium,12,86,45,53.72,10.0,54.91,D,Pass,Low
STU_000156,16,Female,High School,Private,Middle,Associate,69.45,2.62,80.45,Medium,3.45,1.83,1,Medium,Quiet,Weekly,7,7.4,2.32,0.62,10,0,Medium,26,88,65,78.93,9.06,73.68,C,Pass,Medium
STU_000157,18,Male,Undergraduate,Public,Low,Doctorate,54.6,2.27,71.9,Medium,3.13,1.64,1,Low,Quiet,Daily,12,6.11,5.8,0.46,9,1,Medium,30,86,54,79.0,8.48,61.9,D,Pass,Medium
STU_000158,20,Male,High School,Public,Lower-Middle,Associate,76.38,3.03,68.71,Medium,6.33,3.41,0,Medium,Moderate,Daily,7,8.41,6.3,0.53,8,1,Medium,2,86,52,74.69,10.0,60.29,D,Pass,Medium
STU_000159,19,Female,High School,Public,Lower-Middle,Unknown,100.0,2.78,67.99,High,0.81,0.45,0,Medium,Noisy,Daily,4,5.97,3.56,12.0,10,1,Hard,7,87,48,79.0,10.0,57.63,D,Pass,Low
STU_000160,16,Male,Undergraduate,Public,Middle,Bachelor,67.59,2.59,66.64,Medium,1.85,1.52,0,Medium,Moderate,Weekly,6,6.13,4.56,1.99,8,1,Medium,15,92,50,94.65,6.95,54.47,D,Pass,Low
STU_000161,14,Male,High School,Public,Low,Associate,67.82,2.96,55.21,Medium,3.31,2.07,0,Medium,Quiet,Weekly,3,5.59,5.47,1.02,10,1,Medium,1,98,24,79.0,10.0,25.65,F,Fail,Low
STU_000162,18,Female,Undergraduate,Charter,Upper-Middle,Bachelor,69.09,2.98,77.14,Medium,3.85,3.18,0,Medium,Quiet,Weekly,11,7.77,9.83,0.38,10,1,Easy,1,87,35,81.84,9.2,42.59,F,Fail,Low
STU_000163,15,Female,Undergraduate,Private,Lower-Middle,Associate,61.19,2.78,50.01,High,1.35,0.87,0,High,Quiet,Daily,6,7.03,6.82,0.67,7,1,Easy,25,96,68,65.63,8.14,69.95,C,Pass,Medium
STU_000164,20,Male,Undergraduate,Private,Middle,High School,75.88,2.86,84.89,Medium,4.27,2.78,0,Medium,Quiet,Rarely,4,7.93,6.28,0.24,8,0,Easy,19,91,87,70.17,9.45,95.84,A,Pass,High
STU_000165,20,Female,Undergraduate,Private,Upper-Middle,Associate,74.29,3.02,70.44,Medium,1.54,0.9,1,Medium,Moderate,Daily,3,6.78,4.72,0.61,10,1,Easy,4,93,58,62.71,9.54,61.33,D,Pass,Medium
STU_000166,19,Female,Undergraduate,Charter,Lower-Middle,Associate,87.27,3.58,80.55,High,2.24,1.75,0,Medium,Moderate,Daily,3,7.61,8.15,2.47,10,1,Hard,6,96,60,97.02,10.0,62.32,D,Pass,Medium
STU_000167,20,Male,High School,Public,Low,Associate,80.51,3.29,52.03,Low,3.44,2.35,0,Medium,Noisy,Rarely,5,6.61,6.6,0.68,10,0,Medium,8,91,66,100.0,9.1,73.45,C,Pass,Medium
STU_000168,16,Female,Undergraduate,Public,High,High School,98.62,4.0,49.08,Low,3.86,2.71,0,High,Moderate,Daily,4,5.85,4.26,9.27,10,0,Medium,14,86,59,56.79,8.6,69.51,C,Pass,Medium
STU_000169,14,Male,High School,Public,Middle,High School,61.64,2.46,38.28,Low,1.98,1.08,1,Low,Moderate,Weekly,4,6.13,9.44,1.49,7,0,Easy,19,97,57,68.08,7.19,56.37,D,Pass,Low
STU_000170,20,Female,Undergraduate,Charter,Upper-Middle,Bachelor,59.9,2.36,62.73,Medium,2.11,1.81,0,Medium,Quiet,Weekly,6,6.1,5.23,4.1,10,1,Easy,18,88,48,69.6,10.0,53.73,D,Pass,Low
STU_000171,20,Male,High School,Private,Lower-Middle,Associate,69.71,2.83,58.5,Medium,3.28,2.08,0,Low,Quiet,Weekly,6,7.33,4.27,5.37,10,1,Medium,18,89,62,79.0,8.63,71.77,C,Pass,Medium
STU_000172,15,Female,High School,Private,Lower-Middle,Associate,68.74,2.9,65.85,Medium,3.74,2.99,0,Medium,Moderate,Weekly,4,6.23,6.73,5.75,10,1,Easy,25,87,54,66.35,10.0,61.15,D,Pass,Medium
STU_000173,15,Female,Undergraduate,Public,High,Associate,71.76,2.85,93.74,Medium,4.52,3.62,1,Medium,Moderate,Weekly,9,5.54,4.44,1.43,10,0,Medium,6,100,57,62.28,9.95,56.46,D,Pass,Low
STU_000174,17,Male,High School,Public,High,Associate,68.59,2.76,63.65,Low,7.39,5.69,0,High,Moderate,Daily,5,6.5,3.03,1.04,10,1,Medium,27,98,67,78.39,9.88,65.39,C,Pass,Medium
STU_000175,18,Male,High School,Private,Middle,Master,58.37,2.35,73.35,Low,2.32,1.22,0,High,Moderate,Rarely,4,6.65,6.78,0.71,10,0,Easy,29,87,45,78.32,8.13,52.63,D,Pass,Low
STU_000176,16,Female,High School,Public,Upper-Middle,Bachelor,49.25,1.7,61.12,Medium,1.55,1.05,1,Low,Quiet,Weekly,2,7.0,7.19,1.9,10,0,Easy,16,87,41,91.41,9.98,46.56,F,Fail,Low
STU_000177,20,Female,Undergraduate,Public,Low,High School,74.32,2.99,65.91,Medium,2.35,1.59,0,Medium,Moderate,Daily,6,6.4,6.78,0.01,10,1,Medium,8,98,54,81.58,10.0,52.69,D,Pass,Low
STU_000178,20,Female,High School,Private,Lower-Middle,Bachelor,57.45,2.48,100.0,Low,9.51,6.41,0,Medium,Moderate,Weekly,15,6.9,5.99,5.62,10,1,Easy,27,90,90,68.28,10.0,100.0,A,Pass,High
STU_000179,14,Male,High School,Public,Low,Bachelor,52.78,1.89,81.76,High,3.36,2.6,0,Low,Quiet,Weekly,7,4.33,3.72,0.09,10,1,Medium,10,89,41,71.04,10.0,45.9,F,Fail,Low
STU_000180,17,Male,Undergraduate,Public,Low,Associate,93.08,3.92,60.14,High,2.24,1.84,0,High,Quiet,Daily,2,8.57,3.83,0.49,10,0,Medium,7,95,72,96.33,9.76,73.54,C,Pass,Medium
STU_000181,18,Male,High School,Private,Upper-Middle,Bachelor,61.72,2.63,52.71,Low,0.98,0.68,1,High,Quiet,Weekly,6,4.35,4.87,0.48,10,1,Easy,14,97,40,36.92,9.81,43.84,F,Fail,Low
STU_000182,17,Female,Undergraduate,Public,Middle,Unknown,58.85,2.13,83.29,Medium,2.83,2.41,0,Medium,Quiet,Weekly,5,7.74,2.83,2.87,10,1,Medium,8,85,50,88.49,10.0,61.49,D,Pass,Medium
STU_000183,19,Female,Undergraduate,Public,Middle,High School,54.45,2.24,60.48,Medium,1.28,0.96,0,Medium,Moderate,Daily,6,6.84,5.2,0.0,7,1,Easy,22,100,49,64.64,4.81,46.74,F,Fail,Low
STU_000184,18,Male,High School,Public,Low,High School,81.06,3.29,52.19,Low,2.25,1.88,0,High,Moderate,Daily,7,8.22,8.71,0.4,7,1,Medium,5,87,71,89.27,9.54,82.99,B,Pass,High
STU_000185,20,Male,High School,Public,Middle,High School,67.69,2.98,66.98,Medium,1.52,1.29,0,Low,Noisy,Weekly,1,6.17,5.45,5.71,10,1,Hard,1,93,13,69.67,8.96,12.56,F,Fail,Low
STU_000186,20,Female,High School,Private,Low,Master,54.92,2.19,61.16,Medium,2.57,1.81,1,High,Quiet,Daily,7,7.63,4.33,1.19,8,1,Medium,3,85,41,79.0,9.86,47.44,F,Fail,Low
STU_000187,18,Female,High School,Public,Middle,Associate,61.43,2.27,54.33,Medium,1.84,1.24,0,Low,Quiet,Daily,7,5.4,5.17,0.35,10,1,Medium,29,100,47,54.35,9.94,47.64,F,Fail,Low
STU_000188,20,Female,High School,Private,Upper-Middle,Master,87.32,3.51,81.04,Medium,8.06,6.67,0,Medium,Moderate,Weekly,10,6.93,6.25,3.87,8,1,Medium,19,97,83,82.25,10.0,85.82,A,Pass,High
STU_000189,16,Male,Undergraduate,Private,Lower-Middle,Master,73.37,2.85,76.55,Medium,4.21,2.22,0,High,Quiet,Weekly,11,4.49,6.24,3.77,10,1,Medium,30,87,67,79.0,10.0,77.44,B,Pass,Medium
STU_000190,18,Female,High School,Public,Middle,Associate,70.11,2.8,62.61,High,1.54,1.2,1,Medium,Moderate,Daily,3,5.25,2.9,1.6,9,1,Easy,10,92,57,72.57,10.0,58.99,D,Pass,Low
STU_000191,17,Male,Undergraduate,Charter,Upper-Middle,High School,76.84,2.88,55.18,High,2.06,1.59,0,Low,Quiet,Weekly,6,7.37,1.26,4.59,9,1,Medium,11,85,61,100.0,9.37,69.22,C,Pass,Medium
STU_000192,18,Male,High School,Public,High,Bachelor,63.95,2.87,70.75,Medium,1.71,1.45,0,Medium,Quiet,Daily,11,7.39,8.52,8.95,7,1,Medium,9,100,66,76.89,7.72,67.83,C,Pass,Medium
STU_000193,20,Male,Undergraduate,Public,Lower-Middle,Associate,74.38,2.9,74.56,Medium,4.36,2.9,1,Medium,Noisy,Weekly,10,8.46,5.27,4.46,6,1,Easy,15,92,86,93.6,6.27,92.13,A,Pass,High
STU_000194,16,Female,High School,Public,Lower-Middle,Bachelor,77.72,3.17,78.59,Medium,4.01,3.33,1,Medium,Quiet,Rarely,3,5.26,3.97,10.68,9,1,Easy,17,91,63,67.48,6.24,66.89,C,Pass,Medium
STU_000195,16,Male,Undergraduate,Private,Lower-Middle,High School,46.21,1.78,81.63,High,3.42,2.61,1,Medium,Moderate,Weekly,4,5.53,4.81,1.66,10,1,Hard,2,93,10,59.57,10.0,9.6,F,Fail,Low
STU_000196,19,Female,High School,Private,Low,High School,55.81,2.3,55.86,Low,1.29,1.02,0,High,Moderate,Weekly,5,6.16,5.8,2.6,8,1,Medium,24,93,54,81.67,8.11,57.4,D,Pass,Low
STU_000197,17,Female,High School,Public,Middle,Master,54.08,2.16,49.84,Low,2.7,2.23,1,Medium,Moderate,Weekly,8,5.78,4.28,9.59,10,1,Hard,16,89,33,67.12,10.0,36.27,F,Fail,Low
STU_000198,15,Male,High School,Public,Lower-Middle,Bachelor,76.98,2.88,54.63,Medium,2.5,1.97,0,Medium,Noisy,Rarely,5,5.72,6.38,0.22,10,1,Medium,3,92,62,79.85,10.0,68.34,C,Pass,Medium
STU_000199,15,Female,Undergraduate,Private,High,High School,91.96,3.8,86.01,Low,3.07,2.65,0,Medium,Quiet,Weekly,5,8.42,4.15,0.88,8,1,Hard,6,90,68,87.98,5.22,72.18,C,Pass,Medium
STU_000200,18,Female,High School,Private,Upper-Middle,High School,82.25,3.37,69.92,Medium,2.44,1.53,0,Medium,Quiet,Rarely,5,8.98,5.67,2.37,9,1,Easy,25,100,82,89.44,8.0,77.71,B,Pass,Medium
STU_000201,19,Male,High School,Private,Middle,Unknown,74.6,2.84,65.75,Medium,2.93,2.41,0,High,Moderate,Weekly,2,8.44,8.43,4.34,10,1,Medium,16,86,38,87.16,9.2,45.97,F,Fail,Low
STU_000202,14,Male,High School,Private,Middle,Bachelor,70.03,2.61,68.48,Medium,0.96,0.82,0,Medium,Noisy,Daily,2,7.81,5.43,0.1,8,1,Medium,25,97,48,76.91,3.39,51.3,D,Pass,Low
STU_000203,18,Male,High School,Private,Upper-Middle,Master,83.53,3.4,69.98,Medium,0.81,0.69,0,Medium,Quiet,Daily,8,6.97,6.64,0.66,10,1,Easy,19,98,66,89.99,9.45,66.65,C,Pass,Medium
STU_000204,19,Male,High School,Charter,Lower-Middle,Unknown,56.03,2.46,59.86,Medium,3.75,3.24,0,Medium,Moderate,Weekly,10,9.79,6.56,0.6,10,1,Medium,30,97,47,66.96,10.0,49.95,F,Fail,Low
STU_000205,17,Male,High School,Private,Upper-Middle,Associate,67.76,2.56,67.79,Low,2.99,1.53,1,Medium,Moderate,Weekly,6,6.46,2.61,1.98,10,1,Easy,21,92,56,48.76,10.0,60.98,D,Pass,Medium
STU_000206,17,Female,Undergraduate,Public,Low,Bachelor,65.31,2.68,74.63,Medium,1.78,1.13,0,Medium,Quiet,Weekly,4,9.4,4.03,3.92,10,1,Easy,23,88,72,100.0,10.0,82.72,B,Pass,High
STU_000207,17,Male,Undergraduate,Public,Low,High School,76.39,3.08,71.57,Low,4.0,3.52,0,Low,Quiet,Rarely,7,8.47,4.22,0.16,10,1,Medium,20,93,80,70.64,10.0,85.14,A,Pass,High
STU_000208,17,Female,Undergraduate,Public,Middle,Bachelor,60.87,2.78,86.37,Low,6.99,4.11,0,Medium,Moderate,Daily,8,6.01,5.23,2.05,10,1,Medium,8,89,55,98.9,8.93,61.77,D,Pass,Medium
STU_000209,17,Female,Undergraduate,Public,Middle,High School,72.81,2.78,71.46,Medium,4.97,3.94,0,High,Noisy,Rarely,7,5.86,6.73,1.3,9,1,Hard,30,90,51,56.82,7.63,57.57,D,Pass,Low
STU_000210,19,Female,Undergraduate,Public,Middle,Bachelor,71.06,2.97,71.82,Medium,3.47,2.33,0,Low,Quiet,Daily,7,7.87,4.02,1.11,7,1,Medium,6,96,86,77.41,6.31,93.0,A,Pass,High
STU_000211,19,Female,Undergraduate,Private,Middle,Associate,61.26,2.78,66.17,Medium,2.07,1.7,0,Medium,Quiet,Daily,3,6.01,3.95,0.22,10,1,Easy,9,86,31,62.9,8.71,38.44,F,Fail,Low
STU_000212,16,Female,Undergraduate,Private,Lower-Middle,Bachelor,60.92,2.77,67.87,Medium,2.53,1.65,0,High,Quiet,Daily,8,8.25,4.93,0.43,10,1,Easy,13,87,49,87.31,9.02,57.37,D,Pass,Low
STU_000213,15,Female,Undergraduate,Public,Lower-Middle,Associate,84.65,3.57,68.43,Medium,1.73,1.41,1,High,Moderate,Weekly,4,6.86,3.26,3.47,8,1,Medium,20,96,71,75.55,10.0,74.18,C,Pass,Medium
STU_000214,20,Male,High School,Public,Middle,High School,69.62,2.85,52.37,Medium,2.47,1.58,0,Medium,Moderate,Daily,7,8.13,2.77,0.49,7,1,Medium,13,96,60,86.49,9.92,63.29,D,Pass,Medium
STU_000215,17,Male,High School,Public,High,Associate,78.98,3.26,99.0,Low,8.35,6.88,0,Medium,Quiet,Daily,5,4.92,6.14,0.74,10,1,Medium,16,99,67,63.85,8.87,67.24,C,Pass,Medium
STU_000216,14,Female,High School,Public,Lower-Middle,Associate,66.5,2.8,75.52,Medium,2.6,1.48,0,High,Noisy,Weekly,4,8.02,5.22,0.08,10,0,Easy,27,92,64,73.87,10.0,69.11,C,Pass,Medium
STU_000217,20,Female,Undergraduate,Public,Middle,Associate,74.31,2.97,60.76,High,2.62,2.13,1,Medium,Quiet,Daily,12,5.96,6.73,2.32,10,1,Easy,26,85,74,79.0,8.72,89.62,A,Pass,High
STU_000218,19,Female,High School,Private,Upper-Middle,High School,83.39,3.41,68.45,Low,1.9,1.28,0,High,Quiet,Rarely,2,7.98,5.8,1.25,9,1,Hard,4,87,47,84.92,8.59,55.7,D,Pass,Low
STU_000219,14,Female,High School,Private,Middle,High School,49.72,1.58,68.21,High,1.38,0.76,1,Medium,Moderate,Daily,2,9.55,5.86,11.01,6,1,Medium,6,93,44,85.68,6.56,44.55,F,Fail,Low
STU_000220,14,Male,High School,Public,Upper-Middle,Doctorate,78.82,3.29,59.46,Medium,1.93,1.28,0,Medium,Quiet,Weekly,9,6.74,2.04,1.11,10,1,Hard,14,88,53,90.9,9.71,60.5,D,Pass,Medium
STU_000221,14,Female,Undergraduate,Private,Lower-Middle,High School,77.09,2.78,61.26,High,1.73,1.37,0,High,Quiet,Weekly,2,8.26,7.86,0.05,10,1,Medium,5,88,41,68.26,10.0,45.86,F,Fail,Low
STU_000222,16,Female,Undergraduate,Charter,Middle,Associate,71.25,3.04,83.94,Medium,1.9,1.66,0,Medium,Quiet,Daily,4,4.93,3.85,0.47,10,1,Easy,18,87,58,61.29,10.0,65.12,C,Pass,Medium
STU_000223,19,Female,High School,Private,Upper-Middle,High School,90.22,3.63,76.72,Low,6.27,4.35,1,High,Quiet,Rarely,11,7.73,5.53,3.16,8,1,Easy,9,96,90,99.44,8.43,94.49,A,Pass,High
STU_000224,14,Male,Undergraduate,Public,Upper-Middle,Master,85.48,3.53,79.26,Low,5.0,2.89,1,High,Quiet,Daily,12,7.41,7.66,2.71,10,1,Hard,22,86,68,94.33,9.7,81.44,B,Pass,High
STU_000225,17,Male,High School,Private,Middle,Bachelor,64.21,2.78,70.14,Low,2.25,1.8,0,Medium,Quiet,Weekly,5,5.92,4.37,8.25,10,1,Medium,22,96,48,81.97,10.0,49.92,F,Fail,Low
STU_000226,18,Male,High School,Private,Low,Bachelor,63.91,2.78,88.99,Low,11.95,10.0,0,Medium,Moderate,Weekly,8,5.05,2.2,2.64,10,1,Medium,15,95,86,68.77,10.0,88.91,A,Pass,High
STU_000227,14,Male,Undergraduate,Public,Middle,Doctorate,67.19,2.73,72.01,High,3.55,1.92,0,Medium,Quiet,Daily,7,5.68,5.02,4.1,10,1,Medium,2,97,48,70.12,10.0,50.78,D,Pass,Low
STU_000228,16,Male,High School,Private,Lower-Middle,Bachelor,55.86,2.33,79.39,Medium,2.17,1.45,0,High,Moderate,Rarely,3,6.97,3.63,1.46,7,1,Easy,13,98,73,75.32,7.63,74.37,C,Pass,Medium
STU_000229,20,Male,Undergraduate,Private,Low,Unknown,66.45,3.05,63.54,Medium,4.22,3.36,1,Medium,Noisy,Weekly,8,9.64,4.88,0.31,10,1,Medium,11,99,62,100.0,10.0,63.01,D,Pass,Medium
STU_000230,19,Female,High School,Private,Upper-Middle,High School,87.85,3.31,74.72,Medium,4.41,2.47,1,Medium,Quiet,Weekly,4,6.97,5.31,3.92,8,0,Easy,4,86,67,83.54,7.16,80.9,B,Pass,High
STU_000231,16,Female,Undergraduate,Public,High,Bachelor,82.68,3.22,80.32,Medium,8.19,4.39,0,Medium,Moderate,Daily,7,8.76,8.8,1.17,10,1,Easy,25,93,90,80.3,9.6,92.81,A,Pass,High
STU_000232,14,Female,Undergraduate,Public,Upper-Middle,High School,87.92,3.59,84.04,Low,5.18,3.12,0,Medium,Quiet,Weekly,3,7.03,4.02,4.4,8,1,Medium,25,97,75,79.0,7.5,76.02,B,Pass,Medium
STU_000233,19,Female,Undergraduate,Public,High,Bachelor,72.32,3.0,64.31,Medium,3.23,2.69,0,Medium,Quiet,Daily,3,7.87,5.32,4.02,10,1,Hard,8,95,54,59.92,9.81,56.18,D,Pass,Low
STU_000234,18,Female,Undergraduate,Public,Low,Bachelor,77.73,3.34,66.2,Medium,4.23,2.18,0,Medium,Quiet,Weekly,3,8.34,1.52,0.86,10,1,Hard,6,85,51,84.88,10.0,63.27,D,Pass,Medium
STU_000235,14,Male,High School,Public,Middle,Master,94.51,3.79,74.99,Medium,7.1,4.03,0,Low,Quiet,Daily,10,6.22,5.93,3.04,10,1,Medium,4,97,78,53.68,10.0,81.75,B,Pass,High
